Data_ID,Country_Code,Year,Country,Area_Harvested_ha,Production_tonnes,Yield_hg_per_ha,GDP,Mortalilty,Fertility,Population,Prevalence_of_overweight_among_children_aged_2_to_4_years,Maternal_mortality_ratio_aged_15_49_years_per_100000_live_births,Proportion_of_births_attended_by_skilled_health_personnel,Under_5_mortality_rate_probability_of_dying_per_1000_live_births,Probability_of_Neonatal_mortality_rate_per_1000_live_births,Age_standardized_death_rate_due_air_pollution_per_100000,Age_standardized_death_rate_due_unsafe_water_per_100000,Age_standardized_prevalence_of_daily_smoking_aged_10&Above,Adjusted savings: natural resources depletion_percentage_of_GNI,Total_natural_resources_rents_percentage_of_GDP,Improved_water_source_percentage_of_population_with_access,Trade_Import,Trade_Export,Total_Violent_fatalities,Latitude,Longitude
208,YEM,2000,Yemen,928781,2294909,3211809,607.8170621,9.09,6.335,17875,81.7,22.7,28.2,27.7,25.7,30.2,33.7,62.6,32.35822854,38.71387756,60,0,0,38,15.55273,48.51639
209,YEM,2001,Yemen,976539,2402725,3303141,611.221506,8.875,6.164,18390,0,0,0,0,0,0,0,0,25.30396756,30.57105672,59,0,0,0,15.55273,48.51639
210,YEM,2002,Yemen,914256,2296684,3302840,647.3371934,8.659,6.002,18919,0,0,0,0,0,0,0,0,22.97749427,28.96727394,59,0,0,7,15.55273,48.51639
211,YEM,2003,Yemen,856469,2189726,3317465,696.5075851,8.44,5.842,19462,0,0,0,0,0,0,0,0,24.65826198,30.87546852,58,0,0,17,15.55273,48.51639
212,YEM,2004,Yemen,945721,2227897,3308414,780.1668418,8.218,5.68,20017,0,0,0,0,0,0,0,0,25.69424187,33.04757925,57,3987422348,472486780,0,15.55273,48.51639
213,YEM,2005,Yemen,1056215,2366375,3264756,925.0950063,7.998,5.515,20583,81,24.7,34.4,33.2,31.2,34.3,37.9,66.7,31.82666516,40.69563957,57,5399865157,5607665601,12,15.55273,48.51639
214,YEM,2006,Yemen,1157062,2771635,3463293,1078.067138,7.785,5.347,21161,0,0,0,0,0,0,0,0,29.11012884,39.11273865,56,68883262,665408488,11,15.55273,48.51639
215,YEM,2007,Yemen,1312545,3175372,3568281,1178.472796,7.584,5.18,21752,0,0,0,0,0,0,0,0,23.27357919,32.44544794,55,85178299,6298942738,25,15.55273,48.51639
216,YEM,2008,Yemen,1071282,2937620,3557275,1359.664949,7.4,5.016,22356,0,0,0,0,0,0,0,0,21.83749722,31.57639756,54,10546160169,7583784105,84,15.55273,48.51639
217,YEM,2009,Yemen,989006,2954803,3593031,1224.137709,7.234,4.856,22975,0,0,0,0,0,0,0,0,12.09604496,19.28325621,55,9184846734,6258955204,143,15.55273,48.51639
218,YEM,2010,Yemen,1248737,3432478,3675584,1229.775515,7.088,4.703,23607,78.9,26.6,43.6,38.4,36.2,35.9,41.3,69.3,13.19372147,21.2907779,55,9255368349,643747710,420,15.55273,48.51639
219,YEM,2011,Yemen,1104407,3017871,3567067,1281.485847,6.958,4.556,24252,0,0,0,0,0,0,0,0,12.45504332,22.87668969,55,1033590105,6947667409,572,15.55273,48.51639
220,YEM,2012,Yemen,1173384,3287652,3652094,1287.62773,6.842,4.416,24910,0,0,0,0,0,0,0,0,7.822008586,17.14032772,55,11259564178,762059466,1262,15.55273,48.51639
221,YEM,2013,Yemen,1170544,3134806,3573918,1358.885271,6.735,4.284,25576,0,0,0,0,0,0,0,0,8.376206899,16.59708502,0,13272928405,712986232,732,15.55273,48.51639
222,YEM,2014,Yemen,1034940,2947703,3597506,1272.528281,6.636,4.16,26246,0,0,0,0,0,0,0,0,5.33935632,11.66901923,0,1241580986,2416887808,1647,15.55273,48.51639
223,YEM,2015,Yemen,890157,2718106,3642385,419,0,0,0,77.2,26.4,49,37.2,37.9,37.4,44,70.8,0.396711231,2.298301265,0,6572822909,509857735,2698,15.55273,48.51639
224,YEM,2016,Yemen,1114148,3186744,3696396,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,15.55273,48.51639
